ID1,ID2,Distance
MN145872_1,FJ416067_1,0.00025403839999999997
MN145872_1,EU435017_1,0.0010059638
FJ416067_1,EU435017_1,0.0007568296
FJ416068_1,EF033071_1,5.0548e-06
FJ416068_1,AF128250_1,0.0001735893
EF033071_1,AF128250_1,0.0001735893
MN145872_1,FJ416068_1,0.0024592602
MN145872_1,EF033071_1,0.0024592602
MN145872_1,AF128250_1,0.0026225897
FJ416067_1,FJ416068_1,0.0022101259999999998
FJ416067_1,EF033071_1,0.0022101259999999998
FJ416067_1,AF128250_1,0.0023734554999999997
EU435017_1,FJ416068_1,0.002836383
EU435017_1,EF033071_1,0.002836383
EU435017_1,AF128250_1,0.0029997125
JF727650_1,JF727649_1,5.0548e-06
JF727650_1,AY730614_1,0.0005674228
JF727649_1,AY730614_1,0.0005674228
MN145872_1,JF727650_1,0.002518271
MN145872_1,JF727649_1,0.002518271
MN145872_1,AY730614_1,0.00210413
FJ416067_1,JF727650_1,0.0022691368
FJ416067_1,JF727649_1,0.0022691368
FJ416067_1,AY730614_1,0.0018549958
EU435017_1,JF727650_1,0.0028953938
EU435017_1,JF727649_1,0.0028953938
EU435017_1,AY730614_1,0.0024812528
FJ416068_1,JF727650_1,0.0018278412
FJ416068_1,JF727649_1,0.0018278412
FJ416068_1,AY730614_1,0.0014137002
EF033071_1,JF727650_1,0.0018278412
EF033071_1,JF727649_1,0.0018278412
EF033071_1,AY730614_1,0.0014137002
AF128250_1,JF727650_1,0.0019911707000000002
AF128250_1,JF727649_1,0.0019911707000000002
AF128250_1,AY730614_1,0.0015770297
LF947387_1,AB046218_1,4.715e-06
S58435_1,E04903_1,5.0548e-06
LF947387_1,S58435_1,0.0015783326
LF947387_1,E04903_1,0.0015783326
AB046218_1,S58435_1,0.0015777786
AB046218_1,E04903_1,0.0015777786
AF266286_1,BD137597_1,0.0
AF266286_1,DI021106_1,4.6567e-06
BD137597_1,DI021106_1,4.6567e-06
LF947387_1,AF266286_1,0.0008857762
LF947387_1,BD137597_1,0.0008857762
LF947387_1,DI021106_1,0.0008852783
AB046218_1,AF266286_1,0.0008852221999999999
AB046218_1,BD137597_1,0.0008852221999999999
AB046218_1,DI021106_1,0.0008847242999999999
S58435_1,AF266286_1,0.0013034055999999999
S58435_1,BD137597_1,0.0013034055999999999
S58435_1,DI021106_1,0.0013029076999999999
E04903_1,AF266286_1,0.0013034055999999999
E04903_1,BD137597_1,0.0013034055999999999
E04903_1,DI021106_1,0.0013029076999999999
AB591381_1,AB569621_1,5.220700000000001e-06
LF947387_1,AB591381_1,0.0007806456
LF947387_1,AB569621_1,0.0007804797
AB046218_1,AB591381_1,0.0007800916
AB046218_1,AB569621_1,0.0007799256999999999
S58435_1,AB591381_1,0.001198275
S58435_1,AB569621_1,0.0011981091
E04903_1,AB591381_1,0.001198275
E04903_1,AB569621_1,0.0011981091
AF266286_1,AB591381_1,0.00037993319999999996
AF266286_1,AB569621_1,0.0003797673
BD137597_1,AB591381_1,0.00037993319999999996
BD137597_1,AB569621_1,0.0003797673
DI021106_1,AB591381_1,0.00037943529999999995
DI021106_1,AB569621_1,0.0003792694
AF266290_1,BD137596_1,0.0
AF266290_1,DI059890_1,5.0548e-06
BD137596_1,DI059890_1,5.0548e-06
AY486084_1,AY486083_1,4.92e-06
AF266290_1,AY486084_1,0.00038256309999999997
AF266290_1,AY486083_1,0.00038242829999999997
BD137596_1,AY486084_1,0.00038256309999999997
BD137596_1,AY486083_1,0.00038242829999999997
DI059890_1,AY486084_1,0.00038256309999999997
DI059890_1,AY486083_1,0.00038242829999999997
LF947387_1,AF266290_1,0.0026742587
LF947387_1,BD137596_1,0.0026742587
LF947387_1,DI059890_1,0.0026742587
LF947387_1,AY486084_1,0.0026743474
LF947387_1,AY486083_1,0.0026742126
AB046218_1,AF266290_1,0.0026737046999999996
AB046218_1,BD137596_1,0.0026737046999999996
AB046218_1,DI059890_1,0.0026737046999999996
AB046218_1,AY486084_1,0.0026737934
AB046218_1,AY486083_1,0.0026736586
S58435_1,AF266290_1,0.0030918881
S58435_1,BD137596_1,0.0030918881
S58435_1,DI059890_1,0.0030918881
S58435_1,AY486084_1,0.0030919768
S58435_1,AY486083_1,0.003091842
E04903_1,AF266290_1,0.0030918881
E04903_1,BD137596_1,0.0030918881
E04903_1,DI059890_1,0.0030918881
E04903_1,AY486084_1,0.0030919768
E04903_1,AY486083_1,0.003091842
AF266286_1,AF266290_1,0.0022735463
AF266286_1,BD137596_1,0.0022735463
AF266286_1,DI059890_1,0.0022735463
AF266286_1,AY486084_1,0.002273635
AF266286_1,AY486083_1,0.0022735002
BD137597_1,AF266290_1,0.0022735463
BD137597_1,BD137596_1,0.0022735463
BD137597_1,DI059890_1,0.0022735463
BD137597_1,AY486084_1,0.002273635
BD137597_1,AY486083_1,0.0022735002
DI021106_1,AF266290_1,0.0022730484
DI021106_1,BD137596_1,0.0022730484
DI021106_1,DI059890_1,0.0022730484
DI021106_1,AY486084_1,0.0022731370999999998
DI021106_1,AY486083_1,0.0022730022999999998
AB591381_1,AF266290_1,0.0020192978999999996
AB591381_1,BD137596_1,0.0020192978999999996
AB591381_1,DI059890_1,0.0020192978999999996
AB591381_1,AY486084_1,0.0020193866
AB591381_1,AY486083_1,0.0020192518
AB569621_1,AF266290_1,0.002019132
AB569621_1,BD137596_1,0.002019132
AB569621_1,DI059890_1,0.002019132
AB569621_1,AY486084_1,0.0020192206999999998
