ID1,ID2,Distance
MN145872_1,JF727650_1,0.0025286822999999996
MN630022_1,KY969476_1,0.0025304598
GQ376027_1,AB481088_1,0.0140544996
MN630022_1,GQ376027_1,0.0342494356
MN630022_1,AB481088_1,0.0286707186
KY969476_1,GQ376027_1,0.0335401242
KY969476_1,AB481088_1,0.027961407200000003
MN630022_1,JN635406_1,0.0368189639
KY969476_1,JN635406_1,0.036109652500000006
GQ376027_1,JN635406_1,0.030629510299999996
AB481088_1,JN635406_1,0.0250507933
MK513626_1,MK513624_1,0.0008842038
MK513626_1,MH173047_1,0.0020799087
MK513624_1,MH173047_1,0.0013274380999999998
MK513626_1,MH631016_1,0.0025931242
MK513624_1,MH631016_1,0.0018406536
MH173047_1,MH631016_1,0.0026579831
MF496201_1,MK161348_1,0.0023358978
MK513626_1,MF496201_1,0.0027813699
MK513626_1,MK161348_1,0.0034771526999999997
MK513624_1,MF496201_1,0.0020288993
MK513624_1,MK161348_1,0.0027246821
MH173047_1,MF496201_1,0.0028462288
MH173047_1,MK161348_1,0.0035420115999999996
MH631016_1,MF496201_1,0.0017046905
MH631016_1,MK161348_1,0.0024004733
MK513626_1,KT732231_1,0.0059765328
MK513624_1,KT732231_1,0.005224062200000001
MH173047_1,KT732231_1,0.006041391700000001
MH631016_1,KT732231_1,0.0048998534
MF496201_1,KT732231_1,0.0048401969000000005
MK161348_1,KT732231_1,0.005535979700000001
MK513626_1,KY969480_1,0.007008713299999999
MK513624_1,KY969480_1,0.0062562427
MH173047_1,KY969480_1,0.0070735722
MH631016_1,KY969480_1,0.0059320339000000005
MF496201_1,KY969480_1,0.0058723774
MK161348_1,KY969480_1,0.0065681602
KT732231_1,KY969480_1,0.0038282081
MK513626_1,JN635404_1,0.0075630481
MK513624_1,JN635404_1,0.0068105775000000006
MH173047_1,JN635404_1,0.007627907000000001
MH631016_1,JN635404_1,0.006486368700000001
MF496201_1,JN635404_1,0.0064267122
MK161348_1,JN635404_1,0.007122495
KT732231_1,JN635404_1,0.0043825429
KY969480_1,JN635404_1,0.004575525
MK142916_1,MK142914_1,0.0006295425
MK142916_1,KU728743_1,0.0021502077999999997
MK142914_1,KU728743_1,0.0021505691
MK142916_1,KJ410048_1,0.0015804267
MK142914_1,KJ410048_1,0.001580788
KU728743_1,KJ410048_1,0.0012001649000000002
MG912592_1,KT732261_1,0.0012174678000000001
MG912592_1,KT732239_1,0.0005186374000000001
KT732261_1,KT732239_1,0.0007084402
MG912592_1,KT732235_1,0.0005206046000000001
KT732261_1,KT732235_1,0.0007104074000000001
KT732239_1,KT732235_1,7.4538e-06
KT732257_1,KT732251_1,3.9541e-06
KT732257_1,KT732249_1,5.999e-06
KT732251_1,KT732249_1,6.018899999999999e-06
KT732247_1,KT732255_1,0.0002550191
KT732257_1,KT732247_1,0.0001331751
KT732257_1,KT732255_1,0.0002603754
KT732251_1,KT732247_1,0.00013319500000000001
