ID1,ID2,Distance
MN145872_1,JF727650_1,0.0025289776
MN630022_1,KY969476_1,0.0025308195
GQ376027_1,AB481088_1,0.0140559257
MN630022_1,GQ376027_1,0.034252748
MN630022_1,AB481088_1,0.028673459899999997
KY969476_1,GQ376027_1,0.0335434741
KY969476_1,AB481088_1,0.027964186000000002
MN630022_1,JN635406_1,0.036822528199999996
KY969476_1,JN635406_1,0.0361132543
GQ376027_1,JN635406_1,0.0306325488
AB481088_1,JN635406_1,0.025053260700000003
MK513626_1,MK513624_1,0.0008847211
MK513626_1,MH173047_1,0.0020798689
MK513624_1,MH173047_1,0.00132777
MK513626_1,MH631016_1,0.0025948689999999996
MK513624_1,MH631016_1,0.0018427701
MH173047_1,MH631016_1,0.0026580921000000004
MF496201_1,MK161348_1,0.0023361813
MK513626_1,MF496201_1,0.0027825375
MK513626_1,MK161348_1,0.0034784034
MK513624_1,MF496201_1,0.0020304386
MK513624_1,MK161348_1,0.0027263045
MH173047_1,MF496201_1,0.0028457606000000003
MH173047_1,MK161348_1,0.0035416265000000006
MH631016_1,MF496201_1,0.0017057631
MH631016_1,MK161348_1,0.002401629
MK513626_1,KT732231_1,0.0059782447
MK513624_1,KT732231_1,0.0052261458
MH173047_1,KT732231_1,0.0060414678
MH631016_1,KT732231_1,0.0049014702999999995
MF496201_1,KT732231_1,0.0048404842
MK161348_1,KT732231_1,0.0055363501
MK513626_1,KY969480_1,0.007011394000000001
MK513624_1,KY969480_1,0.006259295099999999
MH173047_1,KY969480_1,0.0070746171
MH631016_1,KY969480_1,0.0059346196
MF496201_1,KY969480_1,0.005873633499999999
MK161348_1,KY969480_1,0.0065694994
KT732231_1,KY969480_1,0.0038294353
MK513626_1,JN635404_1,0.0075651389
MK513624_1,JN635404_1,0.006813039999999999
MH173047_1,JN635404_1,0.007628362
MH631016_1,JN635404_1,0.0064883645
MF496201_1,JN635404_1,0.006427378399999999
MK161348_1,JN635404_1,0.0071232443
KT732231_1,JN635404_1,0.0043831802
KY969480_1,JN635404_1,0.0045754775
MK142916_1,MK142914_1,0.0006293318
MK142916_1,KU728743_1,0.0021494645
MK142914_1,KU728743_1,0.0021501347
MK142916_1,KJ410048_1,0.0015807361
MK142914_1,KJ410048_1,0.0015814063
KU728743_1,KJ410048_1,0.0011998582
MG912592_1,KT732261_1,0.0012173614999999999
MG912592_1,KT732235_1,0.000517181
KT732261_1,KT732235_1,0.0007086263000000001
MG912592_1,KT732239_1,0.000519137
KT732261_1,KT732239_1,0.0007105823000000001
KT732235_1,KT732239_1,6.5016000000000006e-06
KT732249_1,KT732251_1,3.9144999999999995e-06
KT732257_1,KT732249_1,5.8984999999999995e-06
KT732257_1,KT732251_1,5.899800000000001e-06
KT732255_1,KT732245_1,0.00038261079999999997
KT732257_1,KT732255_1,0.0002589588
KT732257_1,KT732245_1,0.0002589602
KT732249_1,KT732255_1,0.0002609153
KT732249_1,KT732245_1,0.0002609167
KT732251_1,KT732255_1,0.00026091659999999997
KT732251_1,KT732245_1,0.000260918
KT732257_1,KT732247_1,0.0001312951
KT732249_1,KT732247_1,0.0001332516
KT732251_1,KT732247_1,0.00013325289999999997
KT732255_1,KT732247_1,0.0002588365
